NAME,LATITUDE,LONGITUDE,ALTITUDE,DATE,SNOW,LEVEL
"TOLEDO EXPRESS AIRPORT, OH US",41.58705,-83.80538,205.5,2022,28,low
"TOLEDO EXPRESS AIRPORT, OH US",41.58705,-83.80538,205.5,2022,28,low
"TOLEDO EXPRESS AIRPORT, OH US",41.58705,-83.80538,205.5,2018,24.3,low
"NORWALK WWTP, OH US",41.26342,-82.61462,204.2,2019,23.1,low
"NORWALK WWTP, OH US",41.26342,-82.61462,204.2,2020,34.6,low
"NAPOLEON 1 SW, OH US",41.3816,-84.1513,204.2,2021,26.8,low
"NAPOLEON 1 SW, OH US",41.3816,-84.1513,204.2,2022,17.7,low
"NORWALK WWTP, OH US",41.26342,-82.61462,204.2,2022,30.7,low
"NORWALK WWTP, OH US",41.26342,-82.61462,204.2,2022,30.7,low
"NORWALK WWTP, OH US",41.26342,-82.61462,204.2,2018,25.2,low
"PERRYSBURG 1.6 WSW, OH US",41.54114,-83.64973,194.2,2019,23,low
"BEVERLY STP, OH US",39.54747,-81.62835,190.2,2019,22.4,low
"BEVERLY STP, OH US",39.54747,-81.62835,190.2,2020,13,low
"BEVERLY STP, OH US",39.54747,-81.62835,190.2,2021,6.7,low
"BEVERLY STP, OH US",39.54747,-81.62835,190.2,2022,15.1,low
"BEVERLY STP, OH US",39.54747,-81.62835,190.2,2018,23.6,low
"WATERLOO, OH US",38.70081,-82.47304,189.6,2019,8.4,low
"WATERLOO, OH US",38.70081,-82.47304,189.6,2020,9.7,low
"ROSEMOUNT 0.3 W, OH US",38.787274,-82.977865,189.6,2020,15.8,low
"WATERLOO, OH US",38.70081,-82.47304,189.6,2018,14.6,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2019,18.2,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2020,10.5,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2021,10.4,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2022,18,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2022,18,low
"HANNIBAL LOCKS AND DAM, OH US",39.6667,-80.8667,189,2018,13.9,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2019,8.5,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2020,7.5,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2021,4.1,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2022,20.5,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2022,20.5,low
"MARIETTA WWTP, OH US",39.4087,-81.4329,185.9,2018,12.3,low
"ELMORE 5 E, OH US",41.49139,-83.21472,182.9,2019,18.4,low
"PAINESVILLE 4 NW, OH US",41.75288,-81.29533,182.9,2019,20.4,low
"FREMONT, OH US",41.33353,-83.11959,182.9,2020,15.9,low
"ELMORE 5 E, OH US",41.49139,-83.21472,182.9,2020,6.5,low
"ELMORE 5 E, OH US",41.49139,-83.21472,182.9,2021,3.2,low
"ELMORE 5 E, OH US",41.49139,-83.21472,182.9,2022,20.3,low
"ELMORE 5 E, OH US",41.49139,-83.21472,182.9,2018,6.8,low
"OREGON 2.8 SSW, OH US",41.6305,-83.4411,182,2020,25.3,low
"OREGON 2.8 SSW, OH US",41.6305,-83.4411,182,2021,27.9,low
"OREGON 2.8 SSW, OH US",41.6305,-83.4411,182,2022,23,low
"GALLIPOLIS, OH US",38.82075,-82.18171,176.2,2019,2.5,low
"GALLIPOLIS, OH US",38.82075,-82.18171,176.2,2020,10.1,low
"WAVERLY, OH US",39.1114,-82.9797,174.3,2022,13.3,low
"SOUTH POINT, OH US",38.42375,-82.59307,168.6,2020,6,low
"SOUTH POINT, OH US",38.42375,-82.59307,168.6,2018,5,low
"MIDDLEFIELD 0.6 NE, OH US",41.46437726,-81.06520236,35.7,2019,57,low
"MIDDLEFIELD 0.6 NE, OH US",41.46437726,-81.06520236,35.7,2020,77.4,low
"MIDDLEFIELD 0.6 NE, OH US",41.46437726,-81.06520236,35.7,2021,39.4,low
"MIDDLEFIELD 0.6 NE, OH US",41.46437726,-81.06520236,35.7,2022,59,low
"MIDDLEFIELD 0.6 NE, OH US",41.46437726,-81.06520236,35.7,2018,79.4,low
